paper_id,study_id,method,status,n_records,path
023_Banik_et_al_2000_Evaluation_of_mustard_and_legume_,23,direct_llm,error: APITimeoutError: Request timed out.,0,
023_Banik_et_al_2000_Evaluation_of_mustard_and_legume_,23,static_workflow,error: APITimeoutError: Request timed out.,0,
023_Banik_et_al_2000_Evaluation_of_mustard_and_legume_,23,mas,ok,1,/home/com3dian/Github/meta_analysis_agents/outputs/surf_mistralai-Mistral-Small-3-2-24B-Instruct-2506_42fields/by_paper/023_Banik_et_al_2000_Evaluation_of_mustard_and_legume___mas.csv
024_Watiki_et_al_1993_Radiation_interception_and_growt,24,direct_llm,ok,4,/home/com3dian/Github/meta_analysis_agents/outputs/surf_mistralai-Mistral-Small-3-2-24B-Instruct-2506_42fields/by_paper/024_Watiki_et_al_1993_Radiation_interception_and_growt__direct_llm.csv
024_Watiki_et_al_1993_Radiation_interception_and_growt,24,static_workflow,error: APITimeoutError: Request timed out.,0,
024_Watiki_et_al_1993_Radiation_interception_and_growt,24,mas,ok,3,/home/com3dian/Github/meta_analysis_agents/outputs/surf_mistralai-Mistral-Small-3-2-24B-Instruct-2506_42fields/by_paper/024_Watiki_et_al_1993_Radiation_interception_and_growt__mas.csv
025_Olasantan_et_al_1994_Effects_of_itnercropping_and_,25,direct_llm,error: APITimeoutError: Request timed out.,0,
025_Olasantan_et_al_1994_Effects_of_itnercropping_and_,25,static_workflow,error: APITimeoutError: Request timed out.,0,
025_Olasantan_et_al_1994_Effects_of_itnercropping_and_,25,mas,ok,1,/home/com3dian/Github/meta_analysis_agents/outputs/surf_mistralai-Mistral-Small-3-2-24B-Instruct-2506_42fields/by_paper/025_Olasantan_et_al_1994_Effects_of_itnercropping_and___mas.csv
026_Zhang_et_al_2007_Growth_yield_and_quality_of_wheat,26,direct_llm,no_output,0,
026_Zhang_et_al_2007_Growth_yield_and_quality_of_wheat,26,static_workflow,error: APITimeoutError: Request timed out.,0,
026_Zhang_et_al_2007_Growth_yield_and_quality_of_wheat,26,mas,ok,1,/home/com3dian/Github/meta_analysis_agents/outputs/surf_mistralai-Mistral-Small-3-2-24B-Instruct-2506_42fields/by_paper/026_Zhang_et_al_2007_Growth_yield_and_quality_of_wheat__mas.csv
027_Haymes_et_al_1999_Competition_between_autumn_and_s,27,direct_llm,error: APITimeoutError: Request timed out.,0,
027_Haymes_et_al_1999_Competition_between_autumn_and_s,27,static_workflow,error: APITimeoutError: Request timed out.,0,
027_Haymes_et_al_1999_Competition_between_autumn_and_s,27,mas,ok,1,/home/com3dian/Github/meta_analysis_agents/outputs/surf_mistralai-Mistral-Small-3-2-24B-Instruct-2506_42fields/by_paper/027_Haymes_et_al_1999_Competition_between_autumn_and_s__mas.csv
028_Ghaley_et_al_2005_Intercropping_of_wheat_and_pea_a,28,direct_llm,ok,3,/home/com3dian/Github/meta_analysis_agents/outputs/surf_mistralai-Mistral-Small-3-2-24B-Instruct-2506_42fields/by_paper/028_Ghaley_et_al_2005_Intercropping_of_wheat_and_pea_a__direct_llm.csv
028_Ghaley_et_al_2005_Intercropping_of_wheat_and_pea_a,28,static_workflow,error: APITimeoutError: Request timed out.,0,
028_Ghaley_et_al_2005_Intercropping_of_wheat_and_pea_a,28,mas,ok,1,/home/com3dian/Github/meta_analysis_agents/outputs/surf_mistralai-Mistral-Small-3-2-24B-Instruct-2506_42fields/by_paper/028_Ghaley_et_al_2005_Intercropping_of_wheat_and_pea_a__mas.csv
029_Tobita_et_al_1994_Field_evaluation_of_nitrogen_fix,29,direct_llm,ok,4,/home/com3dian/Github/meta_analysis_agents/outputs/surf_mistralai-Mistral-Small-3-2-24B-Instruct-2506_42fields/by_paper/029_Tobita_et_al_1994_Field_evaluation_of_nitrogen_fix__direct_llm.csv
