paper_id,study_id,study_ids,method,paper_folder,Year of data,Duration of experiment,Experimental design,Sowing date 1,Sowing date 2,Harvest date 1,Harvest date 2,TND,Lat,Lon,Continent,Crop species 1,Crop species 2,Crop type 1,Crop type 2,Fodder crop 1,Fodder crop 2,Intercropping pattern,Density ic 1,Density ic 2,Density sc 1,Density sc 2,RDT,N input SC1,N input SC2,N input IC1,N input IC2,N total in IC,N Unit,Replications SC1,Replications SC2,Replications IC1,Replications IC2,Data source,unified yield sc 1,unified yield sc 2,unified yield ic 1,unified yield ic 2,Yield unit,PLER 1,PLER 2,LER
056_Behera_et_al_2002_Biological_and_economical_feasib,56,56,mas,11. Behera et al 2002 Biological and economical feasibility of intercroppign vegetables,1999,,Randomized block design,Last week of June 1999,Last week of June 1999,Third week of September 1999,20 August to 28 September 1999 (Okra); 5 August to 21 August 1999 (Radish),,20.47,84.23,Asia,Oryza sativa,Hibiscus esculentus,cereal,vegetable,0,0,Row,,,,,,60,75,,,,kg N ha-1,3,3,3,3,Table 1,34.9,61.6,21.02,28.63,q/ha,,,
056_Behera_et_al_2002_Biological_and_economical_feasib,56,56,mas,11. Behera et al 2002 Biological and economical feasibility of intercroppign vegetables,1999,,Randomized block design,Last week of June 1999,Last week of June 1999,Third week of September 1999,20 August to 28 September 1999 (Okra); 5 August to 21 August 1999 (Radish),,20.47,84.23,Asia,Oryza sativa,Hibiscus esculentus,cereal,vegetable,0,0,Row,,,,,,60,75,,,,kg N ha-1,3,3,3,3,Table 1,34.9,61.6,23.27,42.2,q/ha,,,
056_Behera_et_al_2002_Biological_and_economical_feasib,56,56,mas,11. Behera et al 2002 Biological and economical feasibility of intercroppign vegetables,1999,,Randomized block design,Last week of June 1999,Last week of June 1999,Third week of September 1999,20 August to 28 September 1999 (Okra); 5 August to 21 August 1999 (Radish),,20.47,84.23,Asia,Oryza sativa,Raphanus sativus,cereal,vegetable,0,0,Row,,,,,,60,50,,,,kg N ha-1,3,3,3,3,Table 1,34.9,175.59,22.95,67.78,q/ha,,,
056_Behera_et_al_2002_Biological_and_economical_feasib,56,56,mas,11. Behera et al 2002 Biological and economical feasibility of intercroppign vegetables,1999,,Randomized block design,Last week of June 1999,Last week of June 1999,Third week of September 1999,20 August to 28 September 1999 (Okra); 5 August to 21 August 1999 (Radish),,20.47,84.23,Asia,Oryza sativa,Raphanus sativus,cereal,vegetable,0,0,Row,,,,,,60,50,,,,kg N ha-1,3,3,3,3,Table 1,34.9,175.59,24.83,68.3,q/ha,,,
056_Behera_et_al_2002_Biological_and_economical_feasib,56,56,mas,11. Behera et al 2002 Biological and economical feasibility of intercroppign vegetables,1999,,Randomized block design,Last week of June 1999,Last week of June 1999,Third week of September 1999,20 August to 28 September 1999 (Okra); 5 August to 21 August 1999 (Radish),,20.47,84.23,Asia,Oryza sativa,Raphanus sativus,cereal,vegetable,0,0,Row,,,,,,60,50,,,,kg N ha-1,3,3,3,3,Table 1,34.9,175.59,22.74,62.86,q/ha,,,
056_Behera_et_al_2002_Biological_and_economical_feasib,56,56,mas,11. Behera et al 2002 Biological and economical feasibility of intercroppign vegetables,1999,,Randomized block design,Last week of June 1999,Last week of June 1999,Third week of September 1999,20 August to 28 September 1999 (Okra); 5 August to 21 August 1999 (Radish),,20.47,84.23,Asia,Oryza sativa,Raphanus sativus,cereal,vegetable,0,0,Row,,,,,,60,50,,,,kg N ha-1,3,3,3,3,Table 1,34.9,175.59,23.68,104.6,q/ha,,,
056_Behera_et_al_2002_Biological_and_economical_feasib,56,56,mas,11. Behera et al 2002 Biological and economical feasibility of intercroppign vegetables,2000,,Randomized block design,Last week of June 2000,Last week of June 2000,Third week of September 2000,20 August to 4 October 2000 (Okra); 7 August to 20 September 2000 (Radish),,20.47,84.23,Asia,Oryza sativa,Hibiscus esculentus,cereal,vegetable,0,0,Row,,,,,,60,75,,,,kg N ha-1,3,3,3,3,Table 1,31.2,62.4,20.27,47.5,q/ha,,,
056_Behera_et_al_2002_Biological_and_economical_feasib,56,56,mas,11. Behera et al 2002 Biological and economical feasibility of intercroppign vegetables,2000,,Randomized block design,Last week of June 2000,Last week of June 2000,Third week of September 2000,20 August to 4 October 2000 (Okra); 7 August to 20 September 2000 (Radish),,20.47,84.23,Asia,Oryza sativa,Hibiscus esculentus,cereal,vegetable,0,0,Row,,,,,,60,75,,,,kg N ha-1,3,3,3,3,Table 1,31.2,62.4,22.57,49.1,q/ha,,,
056_Behera_et_al_2002_Biological_and_economical_feasib,56,56,mas,11. Behera et al 2002 Biological and economical feasibility of intercroppign vegetables,2000,,Randomized block design,Last week of June 2000,Last week of June 2000,Third week of September 2000,20 August to 4 October 2000 (Okra); 7 August to 20 September 2000 (Radish),,20.47,84.23,Asia,Oryza sativa,Hibiscus esculentus,cereal,vegetable,0,0,Row,,,,,,60,75,,,,kg N ha-1,3,3,3,3,Table 1,31.2,62.4,15.97,42.9,q/ha,,,
056_Behera_et_al_2002_Biological_and_economical_feasib,56,56,mas,11. Behera et al 2002 Biological and economical feasibility of intercroppign vegetables,2000,,Randomized block design,Last week of June 2000,Last week of June 2000,Third week of September 2000,20 August to 4 October 2000 (Okra); 7 August to 20 September 2000 (Radish),,20.47,84.23,Asia,Oryza sativa,Hibiscus esculentus,cereal,vegetable,0,0,Row,,,,,,60,75,,,,kg N ha-1,3,3,3,3,Table 1,31.2,62.4,16.23,44.0,q/ha,,,
056_Behera_et_al_2002_Biological_and_economical_feasib,56,56,mas,11. Behera et al 2002 Biological and economical feasibility of intercroppign vegetables,2000,,Randomized block design,Last week of June 2000,Last week of June 2000,Third week of September 2000,20 August to 4 October 2000 (Okra); 7 August to 20 September 2000 (Radish),,20.47,84.23,Asia,Oryza sativa,Raphanus sativus,cereal,vegetable,0,0,Row,,,,,,60,50,,,,kg N ha-1,3,3,3,3,Table 1,31.2,197.0,24.13,67.7,q/ha,,,
056_Behera_et_al_2002_Biological_and_economical_feasib,56,56,mas,11. Behera et al 2002 Biological and economical feasibility of intercroppign vegetables,2000,,Randomized block design,Last week of June 2000,Last week of June 2000,Third week of September 2000,20 August to 4 October 2000 (Okra); 7 August to 20 September 2000 (Radish),,20.47,84.23,Asia,Oryza sativa,Raphanus sativus,cereal,vegetable,0,0,Row,,,,,,60,50,,,,kg N ha-1,3,3,3,3,Table 1,31.2,197.0,25.1,77.7,q/ha,,,
056_Behera_et_al_2002_Biological_and_economical_feasib,56,56,mas,11. Behera et al 2002 Biological and economical feasibility of intercroppign vegetables,2000,,Randomized block design,Last week of June 2000,Last week of June 2000,Third week of September 2000,20 August to 4 October 2000 (Okra); 7 August to 20 September 2000 (Radish),,20.47,84.23,Asia,Oryza sativa,Raphanus sativus,cereal,vegetable,0,0,Row,,,,,,60,50,,,,kg N ha-1,3,3,3,3,Table 1,31.2,197.0,19.3,68.8,q/ha,,,
056_Behera_et_al_2002_Biological_and_economical_feasib,56,56,mas,11. Behera et al 2002 Biological and economical feasibility of intercroppign vegetables,2000,,Randomized block design,Last week of June 2000,Last week of June 2000,Third week of September 2000,20 August to 4 October 2000 (Okra); 7 August to 20 September 2000 (Radish),,20.47,84.23,Asia,Oryza sativa,Raphanus sativus,cereal,vegetable,0,0,Row,,,,,,60,50,,,,kg N ha-1,3,3,3,3,Table 1,31.2,197.0,20.23,72.9,q/ha,,,
