paper_id,study_id,method,status,n_records,path
005_Li_1999_Interspecific_complementary_and_competitiv,5,mas,skipped,12,/home/com3dian/Github/meta_analysis_agents/outputs/surf_Qwen-Qwen3-6-27B-FP8_42fields/by_paper/005_Li_1999_Interspecific_complementary_and_competitiv__mas.csv
006_Hauggaard_Nielson_2003_The_comparison_of_nitrogen_,6,static_workflow,skipped_gap,0,
007_Hauggaard_Nielsen_2001_Evaluating_pea_and_barley_c,7,direct_llm,skipped_gap,0,
007_Hauggaard_Nielsen_2001_Evaluating_pea_and_barley_c,7,static_workflow,skipped_gap,0,
008_Li_et_al_2006_Root_distribution_and_interactions_b,8,direct_llm,skipped,2,/home/com3dian/Github/meta_analysis_agents/outputs/surf_Qwen-Qwen3-6-27B-FP8_42fields/by_paper/008_Li_et_al_2006_Root_distribution_and_interactions_b__direct_llm.csv
008_Li_et_al_2006_Root_distribution_and_interactions_b,8,static_workflow,skipped,2,/home/com3dian/Github/meta_analysis_agents/outputs/surf_Qwen-Qwen3-6-27B-FP8_42fields/by_paper/008_Li_et_al_2006_Root_distribution_and_interactions_b__static_workflow.csv
008_Li_et_al_2006_Root_distribution_and_interactions_b,8,mas,skipped,2,/home/com3dian/Github/meta_analysis_agents/outputs/surf_Qwen-Qwen3-6-27B-FP8_42fields/by_paper/008_Li_et_al_2006_Root_distribution_and_interactions_b__mas.csv
009_Ghosh_2004_Growth_yield_competition_and_economics_,9,direct_llm,skipped,5,/home/com3dian/Github/meta_analysis_agents/outputs/surf_Qwen-Qwen3-6-27B-FP8_42fields/by_paper/009_Ghosh_2004_Growth_yield_competition_and_economics___direct_llm.csv
009_Ghosh_2004_Growth_yield_competition_and_economics_,9,static_workflow,skipped,5,/home/com3dian/Github/meta_analysis_agents/outputs/surf_Qwen-Qwen3-6-27B-FP8_42fields/by_paper/009_Ghosh_2004_Growth_yield_competition_and_economics___static_workflow.csv
009_Ghosh_2004_Growth_yield_competition_and_economics_,9,mas,skipped,5,/home/com3dian/Github/meta_analysis_agents/outputs/surf_Qwen-Qwen3-6-27B-FP8_42fields/by_paper/009_Ghosh_2004_Growth_yield_competition_and_economics___mas.csv
010_Dhima_2006_Competition_indices_of_common_vetch_and,10,direct_llm,skipped,8,/home/com3dian/Github/meta_analysis_agents/outputs/surf_Qwen-Qwen3-6-27B-FP8_42fields/by_paper/010_Dhima_2006_Competition_indices_of_common_vetch_and__direct_llm.csv
010_Dhima_2006_Competition_indices_of_common_vetch_and,10,static_workflow,skipped,8,/home/com3dian/Github/meta_analysis_agents/outputs/surf_Qwen-Qwen3-6-27B-FP8_42fields/by_paper/010_Dhima_2006_Competition_indices_of_common_vetch_and__static_workflow.csv
010_Dhima_2006_Competition_indices_of_common_vetch_and,10,mas,skipped,8,/home/com3dian/Github/meta_analysis_agents/outputs/surf_Qwen-Qwen3-6-27B-FP8_42fields/by_paper/010_Dhima_2006_Competition_indices_of_common_vetch_and__mas.csv
011_Andersen_2004_Biomass_production_symbiotic_nitroge,11,direct_llm,skipped,14,/home/com3dian/Github/meta_analysis_agents/outputs/surf_Qwen-Qwen3-6-27B-FP8_42fields/by_paper/011_Andersen_2004_Biomass_production_symbiotic_nitroge__direct_llm.csv
011_Andersen_2004_Biomass_production_symbiotic_nitroge,11,static_workflow,skipped,0,/home/com3dian/Github/meta_analysis_agents/outputs/surf_Qwen-Qwen3-6-27B-FP8_42fields/by_paper/011_Andersen_2004_Biomass_production_symbiotic_nitroge__static_workflow.csv
011_Andersen_2004_Biomass_production_symbiotic_nitroge,11,mas,skipped,0,/home/com3dian/Github/meta_analysis_agents/outputs/surf_Qwen-Qwen3-6-27B-FP8_42fields/by_paper/011_Andersen_2004_Biomass_production_symbiotic_nitroge__mas.csv
012_Baumann_2001_Competition_and_crop_performance_in_a,12,direct_llm,skipped_gap,0,
012_Baumann_2001_Competition_and_crop_performance_in_a,12,static_workflow,skipped_gap,0,
012_Baumann_2001_Competition_and_crop_performance_in_a,12,mas,skipped_gap,0,
013_Banik_2006_Wheat_and_chickpea_intercropping_system,13,direct_llm,skipped_gap,0,
013_Banik_2006_Wheat_and_chickpea_intercropping_system,13,static_workflow,skipped_gap,0,
013_Banik_2006_Wheat_and_chickpea_intercropping_system,13,mas,skipped_gap,0,
014_Corre_Hellou_2006_Interspecific_competition_for_so,14,direct_llm,skipped_gap,0,
014_Corre_Hellou_2006_Interspecific_competition_for_so,14,static_workflow,skipped_gap,0,
014_Corre_Hellou_2006_Interspecific_competition_for_so,14,mas,skipped_gap,0,
015_Chu_2004_Nitrogen_fixation_and_N_transfer_from_pea,15,direct_llm,skipped_gap,0,
015_Chu_2004_Nitrogen_fixation_and_N_transfer_from_pea,15,static_workflow,skipped_gap,0,
015_Chu_2004_Nitrogen_fixation_and_N_transfer_from_pea,15,mas,skipped_gap,0,
016_Fan_et_al_2006_Nitrogen_fixation_of_faba_bean_inte,16,direct_llm,skipped_gap,0,
016_Fan_et_al_2006_Nitrogen_fixation_of_faba_bean_inte,16,static_workflow,skipped_gap,0,
016_Fan_et_al_2006_Nitrogen_fixation_of_faba_bean_inte,16,mas,skipped_gap,0,
017_Agegnehu_2006_Yield_performance_and_land_use_effic,17,direct_llm,skipped_gap,0,
017_Agegnehu_2006_Yield_performance_and_land_use_effic,17,static_workflow,skipped_gap,0,
017_Agegnehu_2006_Yield_performance_and_land_use_effic,17,mas,skipped_gap,0,
018_Hauggaard_Nielsen_et_al_2006_Density_and_relative_,18,direct_llm,skipped_gap,0,
018_Hauggaard_Nielsen_et_al_2006_Density_and_relative_,18,static_workflow,skipped_gap,0,
018_Hauggaard_Nielsen_et_al_2006_Density_and_relative_,18,mas,skipped_gap,0,
019_Reddy_et_al_1981Growth_and_resource_use_studies_in,19,direct_llm,skipped_gap,0,
019_Reddy_et_al_1981Growth_and_resource_use_studies_in,19,static_workflow,skipped_gap,0,
019_Reddy_et_al_1981Growth_and_resource_use_studies_in,19,mas,skipped_gap,0,
020_Awal_et_al_2006_Radiation_interception_and_use_by_,20,direct_llm,skipped_gap,0,
020_Awal_et_al_2006_Radiation_interception_and_use_by_,20,static_workflow,skipped_gap,0,
021_Waterer_et_al_1994_Yield_and_symbiotic_nitrogen_fi,21,direct_llm,skipped,8,/home/com3dian/Github/meta_analysis_agents/outputs/surf_Qwen-Qwen3-6-27B-FP8_42fields/by_paper/021_Waterer_et_al_1994_Yield_and_symbiotic_nitrogen_fi__direct_llm.csv
021_Waterer_et_al_1994_Yield_and_symbiotic_nitrogen_fi,21,static_workflow,skipped,8,/home/com3dian/Github/meta_analysis_agents/outputs/surf_Qwen-Qwen3-6-27B-FP8_42fields/by_paper/021_Waterer_et_al_1994_Yield_and_symbiotic_nitrogen_fi__static_workflow.csv
021_Waterer_et_al_1994_Yield_and_symbiotic_nitrogen_fi,21,mas,skipped,8,/home/com3dian/Github/meta_analysis_agents/outputs/surf_Qwen-Qwen3-6-27B-FP8_42fields/by_paper/021_Waterer_et_al_1994_Yield_and_symbiotic_nitrogen_fi__mas.csv
022_Song_et_al_2007_Effect_of_intercropping_on_crop_yi,22,direct_llm,skipped,6,/home/com3dian/Github/meta_analysis_agents/outputs/surf_Qwen-Qwen3-6-27B-FP8_42fields/by_paper/022_Song_et_al_2007_Effect_of_intercropping_on_crop_yi__direct_llm.csv
022_Song_et_al_2007_Effect_of_intercropping_on_crop_yi,22,static_workflow,skipped,6,/home/com3dian/Github/meta_analysis_agents/outputs/surf_Qwen-Qwen3-6-27B-FP8_42fields/by_paper/022_Song_et_al_2007_Effect_of_intercropping_on_crop_yi__static_workflow.csv
022_Song_et_al_2007_Effect_of_intercropping_on_crop_yi,22,mas,skipped,6,/home/com3dian/Github/meta_analysis_agents/outputs/surf_Qwen-Qwen3-6-27B-FP8_42fields/by_paper/022_Song_et_al_2007_Effect_of_intercropping_on_crop_yi__mas.csv
023_Banik_et_al_2000_Evaluation_of_mustard_and_legume_,23,direct_llm,skipped,12,/home/com3dian/Github/meta_analysis_agents/outputs/surf_Qwen-Qwen3-6-27B-FP8_42fields/by_paper/023_Banik_et_al_2000_Evaluation_of_mustard_and_legume___direct_llm.csv
023_Banik_et_al_2000_Evaluation_of_mustard_and_legume_,23,static_workflow,skipped,6,/home/com3dian/Github/meta_analysis_agents/outputs/surf_Qwen-Qwen3-6-27B-FP8_42fields/by_paper/023_Banik_et_al_2000_Evaluation_of_mustard_and_legume___static_workflow.csv
023_Banik_et_al_2000_Evaluation_of_mustard_and_legume_,23,mas,skipped,12,/home/com3dian/Github/meta_analysis_agents/outputs/surf_Qwen-Qwen3-6-27B-FP8_42fields/by_paper/023_Banik_et_al_2000_Evaluation_of_mustard_and_legume___mas.csv
024_Watiki_et_al_1993_Radiation_interception_and_growt,24,direct_llm,skipped,4,/home/com3dian/Github/meta_analysis_agents/outputs/surf_Qwen-Qwen3-6-27B-FP8_42fields/by_paper/024_Watiki_et_al_1993_Radiation_interception_and_growt__direct_llm.csv
024_Watiki_et_al_1993_Radiation_interception_and_growt,24,static_workflow,skipped,4,/home/com3dian/Github/meta_analysis_agents/outputs/surf_Qwen-Qwen3-6-27B-FP8_42fields/by_paper/024_Watiki_et_al_1993_Radiation_interception_and_growt__static_workflow.csv
024_Watiki_et_al_1993_Radiation_interception_and_growt,24,mas,skipped,4,/home/com3dian/Github/meta_analysis_agents/outputs/surf_Qwen-Qwen3-6-27B-FP8_42fields/by_paper/024_Watiki_et_al_1993_Radiation_interception_and_growt__mas.csv
025_Olasantan_et_al_1994_Effects_of_itnercropping_and_,25,direct_llm,skipped_gap,0,
025_Olasantan_et_al_1994_Effects_of_itnercropping_and_,25,static_workflow,skipped_gap,0,
026_Zhang_et_al_2007_Growth_yield_and_quality_of_wheat,26,direct_llm,skipped,12,/home/com3dian/Github/meta_analysis_agents/outputs/surf_Qwen-Qwen3-6-27B-FP8_42fields/by_paper/026_Zhang_et_al_2007_Growth_yield_and_quality_of_wheat__direct_llm.csv
026_Zhang_et_al_2007_Growth_yield_and_quality_of_wheat,26,static_workflow,skipped,0,/home/com3dian/Github/meta_analysis_agents/outputs/surf_Qwen-Qwen3-6-27B-FP8_42fields/by_paper/026_Zhang_et_al_2007_Growth_yield_and_quality_of_wheat__static_workflow.csv
026_Zhang_et_al_2007_Growth_yield_and_quality_of_wheat,26,mas,skipped,0,/home/com3dian/Github/meta_analysis_agents/outputs/surf_Qwen-Qwen3-6-27B-FP8_42fields/by_paper/026_Zhang_et_al_2007_Growth_yield_and_quality_of_wheat__mas.csv
027_Haymes_et_al_1999_Competition_between_autumn_and_s,27,direct_llm,skipped_gap,0,
027_Haymes_et_al_1999_Competition_between_autumn_and_s,27,static_workflow,skipped_gap,0,
028_Ghaley_et_al_2005_Intercropping_of_wheat_and_pea_a,28,direct_llm,skipped,3,/home/com3dian/Github/meta_analysis_agents/outputs/surf_Qwen-Qwen3-6-27B-FP8_42fields/by_paper/028_Ghaley_et_al_2005_Intercropping_of_wheat_and_pea_a__direct_llm.csv
028_Ghaley_et_al_2005_Intercropping_of_wheat_and_pea_a,28,static_workflow,skipped,3,/home/com3dian/Github/meta_analysis_agents/outputs/surf_Qwen-Qwen3-6-27B-FP8_42fields/by_paper/028_Ghaley_et_al_2005_Intercropping_of_wheat_and_pea_a__static_workflow.csv
028_Ghaley_et_al_2005_Intercropping_of_wheat_and_pea_a,28,mas,skipped,3,/home/com3dian/Github/meta_analysis_agents/outputs/surf_Qwen-Qwen3-6-27B-FP8_42fields/by_paper/028_Ghaley_et_al_2005_Intercropping_of_wheat_and_pea_a__mas.csv
029_Tobita_et_al_1994_Field_evaluation_of_nitrogen_fix,29,direct_llm,skipped,4,/home/com3dian/Github/meta_analysis_agents/outputs/surf_Qwen-Qwen3-6-27B-FP8_42fields/by_paper/029_Tobita_et_al_1994_Field_evaluation_of_nitrogen_fix__direct_llm.csv
029_Tobita_et_al_1994_Field_evaluation_of_nitrogen_fix,29,static_workflow,skipped,8,/home/com3dian/Github/meta_analysis_agents/outputs/surf_Qwen-Qwen3-6-27B-FP8_42fields/by_paper/029_Tobita_et_al_1994_Field_evaluation_of_nitrogen_fix__static_workflow.csv
029_Tobita_et_al_1994_Field_evaluation_of_nitrogen_fix,29,mas,skipped,4,/home/com3dian/Github/meta_analysis_agents/outputs/surf_Qwen-Qwen3-6-27B-FP8_42fields/by_paper/029_Tobita_et_al_1994_Field_evaluation_of_nitrogen_fix__mas.csv
030_Carruthers_et_al_2000_Intercropping_corn_with_soyb,30,direct_llm,skipped_gap,0,
030_Carruthers_et_al_2000_Intercropping_corn_with_soyb,30,static_workflow,skipped_gap,0,
031_Lithourgidis_et_al_2007_Sustainable_production_of_,31,direct_llm,skipped,4,/home/com3dian/Github/meta_analysis_agents/outputs/surf_Qwen-Qwen3-6-27B-FP8_42fields/by_paper/031_Lithourgidis_et_al_2007_Sustainable_production_of___direct_llm.csv
031_Lithourgidis_et_al_2007_Sustainable_production_of_,31,static_workflow,skipped,4,/home/com3dian/Github/meta_analysis_agents/outputs/surf_Qwen-Qwen3-6-27B-FP8_42fields/by_paper/031_Lithourgidis_et_al_2007_Sustainable_production_of___static_workflow.csv
031_Lithourgidis_et_al_2007_Sustainable_production_of_,31,mas,skipped,7,/home/com3dian/Github/meta_analysis_agents/outputs/surf_Qwen-Qwen3-6-27B-FP8_42fields/by_paper/031_Lithourgidis_et_al_2007_Sustainable_production_of___mas.csv
032_Knudsen_et_al_2004_Comparison_of_interspecific_com,32,direct_llm,skipped,6,/home/com3dian/Github/meta_analysis_agents/outputs/surf_Qwen-Qwen3-6-27B-FP8_42fields/by_paper/032_Knudsen_et_al_2004_Comparison_of_interspecific_com__direct_llm.csv
032_Knudsen_et_al_2004_Comparison_of_interspecific_com,32,static_workflow,skipped,8,/home/com3dian/Github/meta_analysis_agents/outputs/surf_Qwen-Qwen3-6-27B-FP8_42fields/by_paper/032_Knudsen_et_al_2004_Comparison_of_interspecific_com__static_workflow.csv
032_Knudsen_et_al_2004_Comparison_of_interspecific_com,32,mas,skipped,6,/home/com3dian/Github/meta_analysis_agents/outputs/surf_Qwen-Qwen3-6-27B-FP8_42fields/by_paper/032_Knudsen_et_al_2004_Comparison_of_interspecific_com__mas.csv
033_Chabi_Olaye_et_al_2005_Relationships_of_intercropp,33,direct_llm,skipped_gap,0,
034_Helenius_et_al_1994_Yield_advantage_and_competitio,34,direct_llm,skipped_gap,0,
034_Helenius_et_al_1994_Yield_advantage_and_competitio,34,static_workflow,skipped_gap,0,
034_Helenius_et_al_1994_Yield_advantage_and_competitio,34,mas,skipped_gap,0,
035_Carr_et_al_1995_Grain_yield_and_weed_biomass_of_a_,35,direct_llm,skipped_gap,0,
035_Carr_et_al_1995_Grain_yield_and_weed_biomass_of_a_,35,static_workflow,skipped_gap,0,
035_Carr_et_al_1995_Grain_yield_and_weed_biomass_of_a_,35,mas,skipped_gap,0,
036_Marthin_et_al_1990_Intercropping_corn_and_soybean_,36,direct_llm,skipped_gap,0,
036_Marthin_et_al_1990_Intercropping_corn_and_soybean_,36,static_workflow,skipped_gap,0,
037_Bedoussac_et_al_2010_The_efficiency_of_a_durum_whe,37,direct_llm,skipped,7,/home/com3dian/Github/meta_analysis_agents/outputs/surf_Qwen-Qwen3-6-27B-FP8_42fields/by_paper/037_Bedoussac_et_al_2010_The_efficiency_of_a_durum_whe__direct_llm.csv
037_Bedoussac_et_al_2010_The_efficiency_of_a_durum_whe,37,static_workflow,skipped,7,/home/com3dian/Github/meta_analysis_agents/outputs/surf_Qwen-Qwen3-6-27B-FP8_42fields/by_paper/037_Bedoussac_et_al_2010_The_efficiency_of_a_durum_whe__static_workflow.csv
037_Bedoussac_et_al_2010_The_efficiency_of_a_durum_whe,37,mas,skipped,7,/home/com3dian/Github/meta_analysis_agents/outputs/surf_Qwen-Qwen3-6-27B-FP8_42fields/by_paper/037_Bedoussac_et_al_2010_The_efficiency_of_a_durum_whe__mas.csv
038_Jahansooz_et_al_2006_Radiation_and_water_use_assoc,38,direct_llm,skipped,3,/home/com3dian/Github/meta_analysis_agents/outputs/surf_Qwen-Qwen3-6-27B-FP8_42fields/by_paper/038_Jahansooz_et_al_2006_Radiation_and_water_use_assoc__direct_llm.csv
038_Jahansooz_et_al_2006_Radiation_and_water_use_assoc,38,static_workflow,skipped,3,/home/com3dian/Github/meta_analysis_agents/outputs/surf_Qwen-Qwen3-6-27B-FP8_42fields/by_paper/038_Jahansooz_et_al_2006_Radiation_and_water_use_assoc__static_workflow.csv
038_Jahansooz_et_al_2006_Radiation_and_water_use_assoc,38,mas,skipped,3,/home/com3dian/Github/meta_analysis_agents/outputs/surf_Qwen-Qwen3-6-27B-FP8_42fields/by_paper/038_Jahansooz_et_al_2006_Radiation_and_water_use_assoc__mas.csv
039_Gunes_et_al_2007_Mineral_nutrition_of_wheat_chickp,39,direct_llm,skipped,5,/home/com3dian/Github/meta_analysis_agents/outputs/surf_Qwen-Qwen3-6-27B-FP8_42fields/by_paper/039_Gunes_et_al_2007_Mineral_nutrition_of_wheat_chickp__direct_llm.csv
039_Gunes_et_al_2007_Mineral_nutrition_of_wheat_chickp,39,static_workflow,skipped,5,/home/com3dian/Github/meta_analysis_agents/outputs/surf_Qwen-Qwen3-6-27B-FP8_42fields/by_paper/039_Gunes_et_al_2007_Mineral_nutrition_of_wheat_chickp__static_workflow.csv
039_Gunes_et_al_2007_Mineral_nutrition_of_wheat_chickp,39,mas,skipped,5,/home/com3dian/Github/meta_analysis_agents/outputs/surf_Qwen-Qwen3-6-27B-FP8_42fields/by_paper/039_Gunes_et_al_2007_Mineral_nutrition_of_wheat_chickp__mas.csv
040_Ofori_et_al_1988_Maize_cowpea_intercrop_system_eff,40,direct_llm,skipped,8,/home/com3dian/Github/meta_analysis_agents/outputs/surf_Qwen-Qwen3-6-27B-FP8_42fields/by_paper/040_Ofori_et_al_1988_Maize_cowpea_intercrop_system_eff__direct_llm.csv
040_Ofori_et_al_1988_Maize_cowpea_intercrop_system_eff,40,static_workflow,skipped,8,/home/com3dian/Github/meta_analysis_agents/outputs/surf_Qwen-Qwen3-6-27B-FP8_42fields/by_paper/040_Ofori_et_al_1988_Maize_cowpea_intercrop_system_eff__static_workflow.csv
040_Ofori_et_al_1988_Maize_cowpea_intercrop_system_eff,40,mas,skipped,0,/home/com3dian/Github/meta_analysis_agents/outputs/surf_Qwen-Qwen3-6-27B-FP8_42fields/by_paper/040_Ofori_et_al_1988_Maize_cowpea_intercrop_system_eff__mas.csv
041_Willey_et_al_1981_A_field_technique_for_separating,41,direct_llm,skipped,3,/home/com3dian/Github/meta_analysis_agents/outputs/surf_Qwen-Qwen3-6-27B-FP8_42fields/by_paper/041_Willey_et_al_1981_A_field_technique_for_separating__direct_llm.csv
041_Willey_et_al_1981_A_field_technique_for_separating,41,static_workflow,skipped,3,/home/com3dian/Github/meta_analysis_agents/outputs/surf_Qwen-Qwen3-6-27B-FP8_42fields/by_paper/041_Willey_et_al_1981_A_field_technique_for_separating__static_workflow.csv
041_Willey_et_al_1981_A_field_technique_for_separating,41,mas,skipped,4,/home/com3dian/Github/meta_analysis_agents/outputs/surf_Qwen-Qwen3-6-27B-FP8_42fields/by_paper/041_Willey_et_al_1981_A_field_technique_for_separating__mas.csv
042_Ntare_1990_Intercropping_morphologically_different,42,direct_llm,skipped_gap,0,
042_Ntare_1990_Intercropping_morphologically_different,42,static_workflow,skipped_gap,0,
043_Chowdhury_et_al_1994_Comparison_of_nitrogen_phosph,43,direct_llm,skipped,8,/home/com3dian/Github/meta_analysis_agents/outputs/surf_Qwen-Qwen3-6-27B-FP8_42fields/by_paper/043_Chowdhury_et_al_1994_Comparison_of_nitrogen_phosph__direct_llm.csv
043_Chowdhury_et_al_1994_Comparison_of_nitrogen_phosph,43,static_workflow,skipped,8,/home/com3dian/Github/meta_analysis_agents/outputs/surf_Qwen-Qwen3-6-27B-FP8_42fields/by_paper/043_Chowdhury_et_al_1994_Comparison_of_nitrogen_phosph__static_workflow.csv
043_Chowdhury_et_al_1994_Comparison_of_nitrogen_phosph,43,mas,skipped,14,/home/com3dian/Github/meta_analysis_agents/outputs/surf_Qwen-Qwen3-6-27B-FP8_42fields/by_paper/043_Chowdhury_et_al_1994_Comparison_of_nitrogen_phosph__mas.csv
044_Schmidtke_et_al_Soil_and_atmospheric_nitrogen_upta,44,direct_llm,skipped,2,/home/com3dian/Github/meta_analysis_agents/outputs/surf_Qwen-Qwen3-6-27B-FP8_42fields/by_paper/044_Schmidtke_et_al_Soil_and_atmospheric_nitrogen_upta__direct_llm.csv
044_Schmidtke_et_al_Soil_and_atmospheric_nitrogen_upta,44,static_workflow,skipped,2,/home/com3dian/Github/meta_analysis_agents/outputs/surf_Qwen-Qwen3-6-27B-FP8_42fields/by_paper/044_Schmidtke_et_al_Soil_and_atmospheric_nitrogen_upta__static_workflow.csv
044_Schmidtke_et_al_Soil_and_atmospheric_nitrogen_upta,44,mas,skipped,2,/home/com3dian/Github/meta_analysis_agents/outputs/surf_Qwen-Qwen3-6-27B-FP8_42fields/by_paper/044_Schmidtke_et_al_Soil_and_atmospheric_nitrogen_upta__mas.csv
045_Akanvou_et_al_2001_Evaluating_the_use_of_two_contr,45,direct_llm,skipped_gap,0,
045_Akanvou_et_al_2001_Evaluating_the_use_of_two_contr,45,static_workflow,skipped_gap,0,
045_Akanvou_et_al_2001_Evaluating_the_use_of_two_contr,45,mas,skipped_gap,0,
046_Moynihan_et_al_1996_Intercropping_annual_medic_wit,46,direct_llm,skipped_gap,0,
046_Moynihan_et_al_1996_Intercropping_annual_medic_wit,46,static_workflow,skipped_gap,0,
046_Moynihan_et_al_1996_Intercropping_annual_medic_wit,46,mas,skipped_gap,0,
047_Reynolds_et_al_1994_Intercropping_wheat_and_barley,47,direct_llm,skipped_gap,0,
047_Reynolds_et_al_1994_Intercropping_wheat_and_barley,47,static_workflow,skipped_gap,0,
047_Reynolds_et_al_1994_Intercropping_wheat_and_barley,47,mas,skipped_gap,0,
048_Ofori_et_al_1987_Evaluation_of_N_fixation_and_nitr,48,direct_llm,skipped_gap,0,
048_Ofori_et_al_1987_Evaluation_of_N_fixation_and_nitr,48,static_workflow,skipped_gap,0,
048_Ofori_et_al_1987_Evaluation_of_N_fixation_and_nitr,48,mas,skipped_gap,0,
049_Ofori_et_al_1987_Relative_sowing_time_and_density_,49,direct_llm,skipped_gap,0,
049_Ofori_et_al_1987_Relative_sowing_time_and_density_,49,static_workflow,skipped_gap,0,
049_Ofori_et_al_1987_Relative_sowing_time_and_density_,49,mas,skipped_gap,0,
050_Ofori_et_al_1987_The_combined_effects_of_nitrogen_,50,direct_llm,skipped_gap,0,
050_Ofori_et_al_1987_The_combined_effects_of_nitrogen_,50,static_workflow,skipped_gap,0,
050_Ofori_et_al_1987_The_combined_effects_of_nitrogen_,50,mas,skipped_gap,0,
051_Mason_1986_Cassava_cowpea_and_cassava_peanut_inter,51,direct_llm,skipped_gap,0,
051_Mason_1986_Cassava_cowpea_and_cassava_peanut_inter,51,static_workflow,skipped_gap,0,
051_Mason_1986_Cassava_cowpea_and_cassava_peanut_inter,51,mas,skipped_gap,0,
052_Ong_et_al_1991The_microclimate_and_productivity_of,52,direct_llm,skipped_gap,0,
052_Ong_et_al_1991The_microclimate_and_productivity_of,52,static_workflow,skipped_gap,0,
052_Ong_et_al_1991The_microclimate_and_productivity_of,52,mas,skipped_gap,0,
053_Vyas_2006_Productivity_and_economics_of_integrated,53,direct_llm,skipped_gap,0,
053_Vyas_2006_Productivity_and_economics_of_integrated,53,static_workflow,skipped_gap,0,
053_Vyas_2006_Productivity_and_economics_of_integrated,53,mas,skipped_gap,0,
054_Morgado_2008_Optimum_plant_population_for_maize_be,54,direct_llm,skipped_gap,0,
054_Morgado_2008_Optimum_plant_population_for_maize_be,54,static_workflow,skipped_gap,0,
054_Morgado_2008_Optimum_plant_population_for_maize_be,54,mas,skipped_gap,0,
055_Reddy_et_al_1990_Genotype_effects_in_millet_cowpea,55,direct_llm,skipped_gap,0,
055_Reddy_et_al_1990_Genotype_effects_in_millet_cowpea,55,static_workflow,skipped_gap,0,
055_Reddy_et_al_1990_Genotype_effects_in_millet_cowpea,55,mas,skipped_gap,0,
056_Behera_et_al_2002_Biological_and_economical_feasib,56,direct_llm,skipped_gap,0,
056_Behera_et_al_2002_Biological_and_economical_feasib,56,static_workflow,skipped_gap,0,
056_Behera_et_al_2002_Biological_and_economical_feasib,56,mas,skipped_gap,0,
057_Giri_1990_Studies_on_pigeonpea_and_groundnut_intec,57,direct_llm,skipped_gap,0,
