paper_id,study_id,method,status,n_records,path
012_Baumann_2001_Competition_and_crop_performance_in_a,12,direct_llm,skipped,11,/home/com3dian/Github/meta_analysis_agents/outputs/surf_Qwen-Qwen3-6-35B-A3B-FP8_42fields/by_paper/012_Baumann_2001_Competition_and_crop_performance_in_a__direct_llm.csv
012_Baumann_2001_Competition_and_crop_performance_in_a,12,static_workflow,skipped,27,/home/com3dian/Github/meta_analysis_agents/outputs/surf_Qwen-Qwen3-6-35B-A3B-FP8_42fields/by_paper/012_Baumann_2001_Competition_and_crop_performance_in_a__static_workflow.csv
012_Baumann_2001_Competition_and_crop_performance_in_a,12,mas,skipped,0,/home/com3dian/Github/meta_analysis_agents/outputs/surf_Qwen-Qwen3-6-35B-A3B-FP8_42fields/by_paper/012_Baumann_2001_Competition_and_crop_performance_in_a__mas.csv
013_Banik_2006_Wheat_and_chickpea_intercropping_system,13,direct_llm,skipped,18,/home/com3dian/Github/meta_analysis_agents/outputs/surf_Qwen-Qwen3-6-35B-A3B-FP8_42fields/by_paper/013_Banik_2006_Wheat_and_chickpea_intercropping_system__direct_llm.csv
013_Banik_2006_Wheat_and_chickpea_intercropping_system,13,static_workflow,skipped,5,/home/com3dian/Github/meta_analysis_agents/outputs/surf_Qwen-Qwen3-6-35B-A3B-FP8_42fields/by_paper/013_Banik_2006_Wheat_and_chickpea_intercropping_system__static_workflow.csv
013_Banik_2006_Wheat_and_chickpea_intercropping_system,13,mas,skipped,18,/home/com3dian/Github/meta_analysis_agents/outputs/surf_Qwen-Qwen3-6-35B-A3B-FP8_42fields/by_paper/013_Banik_2006_Wheat_and_chickpea_intercropping_system__mas.csv
014_Corre_Hellou_2006_Interspecific_competition_for_so,14,direct_llm,skipped,7,/home/com3dian/Github/meta_analysis_agents/outputs/surf_Qwen-Qwen3-6-35B-A3B-FP8_42fields/by_paper/014_Corre_Hellou_2006_Interspecific_competition_for_so__direct_llm.csv
014_Corre_Hellou_2006_Interspecific_competition_for_so,14,static_workflow,skipped,7,/home/com3dian/Github/meta_analysis_agents/outputs/surf_Qwen-Qwen3-6-35B-A3B-FP8_42fields/by_paper/014_Corre_Hellou_2006_Interspecific_competition_for_so__static_workflow.csv
014_Corre_Hellou_2006_Interspecific_competition_for_so,14,mas,skipped,2,/home/com3dian/Github/meta_analysis_agents/outputs/surf_Qwen-Qwen3-6-35B-A3B-FP8_42fields/by_paper/014_Corre_Hellou_2006_Interspecific_competition_for_so__mas.csv
015_Chu_2004_Nitrogen_fixation_and_N_transfer_from_pea,15,direct_llm,skipped,2,/home/com3dian/Github/meta_analysis_agents/outputs/surf_Qwen-Qwen3-6-35B-A3B-FP8_42fields/by_paper/015_Chu_2004_Nitrogen_fixation_and_N_transfer_from_pea__direct_llm.csv
015_Chu_2004_Nitrogen_fixation_and_N_transfer_from_pea,15,static_workflow,skipped,2,/home/com3dian/Github/meta_analysis_agents/outputs/surf_Qwen-Qwen3-6-35B-A3B-FP8_42fields/by_paper/015_Chu_2004_Nitrogen_fixation_and_N_transfer_from_pea__static_workflow.csv
015_Chu_2004_Nitrogen_fixation_and_N_transfer_from_pea,15,mas,skipped,5,/home/com3dian/Github/meta_analysis_agents/outputs/surf_Qwen-Qwen3-6-35B-A3B-FP8_42fields/by_paper/015_Chu_2004_Nitrogen_fixation_and_N_transfer_from_pea__mas.csv
016_Fan_et_al_2006_Nitrogen_fixation_of_faba_bean_inte,16,direct_llm,skipped,4,/home/com3dian/Github/meta_analysis_agents/outputs/surf_Qwen-Qwen3-6-35B-A3B-FP8_42fields/by_paper/016_Fan_et_al_2006_Nitrogen_fixation_of_faba_bean_inte__direct_llm.csv
016_Fan_et_al_2006_Nitrogen_fixation_of_faba_bean_inte,16,static_workflow,skipped,4,/home/com3dian/Github/meta_analysis_agents/outputs/surf_Qwen-Qwen3-6-35B-A3B-FP8_42fields/by_paper/016_Fan_et_al_2006_Nitrogen_fixation_of_faba_bean_inte__static_workflow.csv
016_Fan_et_al_2006_Nitrogen_fixation_of_faba_bean_inte,16,mas,skipped,0,/home/com3dian/Github/meta_analysis_agents/outputs/surf_Qwen-Qwen3-6-35B-A3B-FP8_42fields/by_paper/016_Fan_et_al_2006_Nitrogen_fixation_of_faba_bean_inte__mas.csv
017_Agegnehu_2006_Yield_performance_and_land_use_effic,17,direct_llm,skipped,9,/home/com3dian/Github/meta_analysis_agents/outputs/surf_Qwen-Qwen3-6-35B-A3B-FP8_42fields/by_paper/017_Agegnehu_2006_Yield_performance_and_land_use_effic__direct_llm.csv
017_Agegnehu_2006_Yield_performance_and_land_use_effic,17,static_workflow,skipped,5,/home/com3dian/Github/meta_analysis_agents/outputs/surf_Qwen-Qwen3-6-35B-A3B-FP8_42fields/by_paper/017_Agegnehu_2006_Yield_performance_and_land_use_effic__static_workflow.csv
017_Agegnehu_2006_Yield_performance_and_land_use_effic,17,mas,skipped,21,/home/com3dian/Github/meta_analysis_agents/outputs/surf_Qwen-Qwen3-6-35B-A3B-FP8_42fields/by_paper/017_Agegnehu_2006_Yield_performance_and_land_use_effic__mas.csv
018_Hauggaard_Nielsen_et_al_2006_Density_and_relative_,18,direct_llm,skipped,6,/home/com3dian/Github/meta_analysis_agents/outputs/surf_Qwen-Qwen3-6-35B-A3B-FP8_42fields/by_paper/018_Hauggaard_Nielsen_et_al_2006_Density_and_relative___direct_llm.csv
018_Hauggaard_Nielsen_et_al_2006_Density_and_relative_,18,static_workflow,skipped,6,/home/com3dian/Github/meta_analysis_agents/outputs/surf_Qwen-Qwen3-6-35B-A3B-FP8_42fields/by_paper/018_Hauggaard_Nielsen_et_al_2006_Density_and_relative___static_workflow.csv
018_Hauggaard_Nielsen_et_al_2006_Density_and_relative_,18,mas,skipped,12,/home/com3dian/Github/meta_analysis_agents/outputs/surf_Qwen-Qwen3-6-35B-A3B-FP8_42fields/by_paper/018_Hauggaard_Nielsen_et_al_2006_Density_and_relative___mas.csv
019_Reddy_et_al_1981Growth_and_resource_use_studies_in,19,direct_llm,skipped,2,/home/com3dian/Github/meta_analysis_agents/outputs/surf_Qwen-Qwen3-6-35B-A3B-FP8_42fields/by_paper/019_Reddy_et_al_1981Growth_and_resource_use_studies_in__direct_llm.csv
019_Reddy_et_al_1981Growth_and_resource_use_studies_in,19,static_workflow,skipped,2,/home/com3dian/Github/meta_analysis_agents/outputs/surf_Qwen-Qwen3-6-35B-A3B-FP8_42fields/by_paper/019_Reddy_et_al_1981Growth_and_resource_use_studies_in__static_workflow.csv
019_Reddy_et_al_1981Growth_and_resource_use_studies_in,19,mas,skipped,2,/home/com3dian/Github/meta_analysis_agents/outputs/surf_Qwen-Qwen3-6-35B-A3B-FP8_42fields/by_paper/019_Reddy_et_al_1981Growth_and_resource_use_studies_in__mas.csv
020_Awal_et_al_2006_Radiation_interception_and_use_by_,20,direct_llm,skipped,1,/home/com3dian/Github/meta_analysis_agents/outputs/surf_Qwen-Qwen3-6-35B-A3B-FP8_42fields/by_paper/020_Awal_et_al_2006_Radiation_interception_and_use_by___direct_llm.csv
020_Awal_et_al_2006_Radiation_interception_and_use_by_,20,static_workflow,skipped,1,/home/com3dian/Github/meta_analysis_agents/outputs/surf_Qwen-Qwen3-6-35B-A3B-FP8_42fields/by_paper/020_Awal_et_al_2006_Radiation_interception_and_use_by___static_workflow.csv
020_Awal_et_al_2006_Radiation_interception_and_use_by_,20,mas,skipped,0,/home/com3dian/Github/meta_analysis_agents/outputs/surf_Qwen-Qwen3-6-35B-A3B-FP8_42fields/by_paper/020_Awal_et_al_2006_Radiation_interception_and_use_by___mas.csv
021_Waterer_et_al_1994_Yield_and_symbiotic_nitrogen_fi,21,direct_llm,skipped,8,/home/com3dian/Github/meta_analysis_agents/outputs/surf_Qwen-Qwen3-6-35B-A3B-FP8_42fields/by_paper/021_Waterer_et_al_1994_Yield_and_symbiotic_nitrogen_fi__direct_llm.csv
021_Waterer_et_al_1994_Yield_and_symbiotic_nitrogen_fi,21,static_workflow,skipped,8,/home/com3dian/Github/meta_analysis_agents/outputs/surf_Qwen-Qwen3-6-35B-A3B-FP8_42fields/by_paper/021_Waterer_et_al_1994_Yield_and_symbiotic_nitrogen_fi__static_workflow.csv
021_Waterer_et_al_1994_Yield_and_symbiotic_nitrogen_fi,21,mas,skipped,0,/home/com3dian/Github/meta_analysis_agents/outputs/surf_Qwen-Qwen3-6-35B-A3B-FP8_42fields/by_paper/021_Waterer_et_al_1994_Yield_and_symbiotic_nitrogen_fi__mas.csv
022_Song_et_al_2007_Effect_of_intercropping_on_crop_yi,22,direct_llm,skipped,6,/home/com3dian/Github/meta_analysis_agents/outputs/surf_Qwen-Qwen3-6-35B-A3B-FP8_42fields/by_paper/022_Song_et_al_2007_Effect_of_intercropping_on_crop_yi__direct_llm.csv
022_Song_et_al_2007_Effect_of_intercropping_on_crop_yi,22,static_workflow,skipped,6,/home/com3dian/Github/meta_analysis_agents/outputs/surf_Qwen-Qwen3-6-35B-A3B-FP8_42fields/by_paper/022_Song_et_al_2007_Effect_of_intercropping_on_crop_yi__static_workflow.csv
022_Song_et_al_2007_Effect_of_intercropping_on_crop_yi,22,mas,skipped,0,/home/com3dian/Github/meta_analysis_agents/outputs/surf_Qwen-Qwen3-6-35B-A3B-FP8_42fields/by_paper/022_Song_et_al_2007_Effect_of_intercropping_on_crop_yi__mas.csv
023_Banik_et_al_2000_Evaluation_of_mustard_and_legume_,23,mas,skipped_gap,0,
024_Watiki_et_al_1993_Radiation_interception_and_growt,24,direct_llm,skipped,3,/home/com3dian/Github/meta_analysis_agents/outputs/surf_Qwen-Qwen3-6-35B-A3B-FP8_42fields/by_paper/024_Watiki_et_al_1993_Radiation_interception_and_growt__direct_llm.csv
024_Watiki_et_al_1993_Radiation_interception_and_growt,24,static_workflow,skipped,3,/home/com3dian/Github/meta_analysis_agents/outputs/surf_Qwen-Qwen3-6-35B-A3B-FP8_42fields/by_paper/024_Watiki_et_al_1993_Radiation_interception_and_growt__static_workflow.csv
024_Watiki_et_al_1993_Radiation_interception_and_growt,24,mas,skipped,3,/home/com3dian/Github/meta_analysis_agents/outputs/surf_Qwen-Qwen3-6-35B-A3B-FP8_42fields/by_paper/024_Watiki_et_al_1993_Radiation_interception_and_growt__mas.csv
025_Olasantan_et_al_1994_Effects_of_itnercropping_and_,25,direct_llm,skipped,10,/home/com3dian/Github/meta_analysis_agents/outputs/surf_Qwen-Qwen3-6-35B-A3B-FP8_42fields/by_paper/025_Olasantan_et_al_1994_Effects_of_itnercropping_and___direct_llm.csv
025_Olasantan_et_al_1994_Effects_of_itnercropping_and_,25,static_workflow,skipped,18,/home/com3dian/Github/meta_analysis_agents/outputs/surf_Qwen-Qwen3-6-35B-A3B-FP8_42fields/by_paper/025_Olasantan_et_al_1994_Effects_of_itnercropping_and___static_workflow.csv
025_Olasantan_et_al_1994_Effects_of_itnercropping_and_,25,mas,skipped,18,/home/com3dian/Github/meta_analysis_agents/outputs/surf_Qwen-Qwen3-6-35B-A3B-FP8_42fields/by_paper/025_Olasantan_et_al_1994_Effects_of_itnercropping_and___mas.csv
026_Zhang_et_al_2007_Growth_yield_and_quality_of_wheat,26,direct_llm,skipped,12,/home/com3dian/Github/meta_analysis_agents/outputs/surf_Qwen-Qwen3-6-35B-A3B-FP8_42fields/by_paper/026_Zhang_et_al_2007_Growth_yield_and_quality_of_wheat__direct_llm.csv
026_Zhang_et_al_2007_Growth_yield_and_quality_of_wheat,26,static_workflow,skipped,12,/home/com3dian/Github/meta_analysis_agents/outputs/surf_Qwen-Qwen3-6-35B-A3B-FP8_42fields/by_paper/026_Zhang_et_al_2007_Growth_yield_and_quality_of_wheat__static_workflow.csv
026_Zhang_et_al_2007_Growth_yield_and_quality_of_wheat,26,mas,skipped,18,/home/com3dian/Github/meta_analysis_agents/outputs/surf_Qwen-Qwen3-6-35B-A3B-FP8_42fields/by_paper/026_Zhang_et_al_2007_Growth_yield_and_quality_of_wheat__mas.csv
027_Haymes_et_al_1999_Competition_between_autumn_and_s,27,static_workflow,skipped_gap,0,
028_Ghaley_et_al_2005_Intercropping_of_wheat_and_pea_a,28,direct_llm,skipped,3,/home/com3dian/Github/meta_analysis_agents/outputs/surf_Qwen-Qwen3-6-35B-A3B-FP8_42fields/by_paper/028_Ghaley_et_al_2005_Intercropping_of_wheat_and_pea_a__direct_llm.csv
028_Ghaley_et_al_2005_Intercropping_of_wheat_and_pea_a,28,static_workflow,skipped,3,/home/com3dian/Github/meta_analysis_agents/outputs/surf_Qwen-Qwen3-6-35B-A3B-FP8_42fields/by_paper/028_Ghaley_et_al_2005_Intercropping_of_wheat_and_pea_a__static_workflow.csv
028_Ghaley_et_al_2005_Intercropping_of_wheat_and_pea_a,28,mas,skipped,3,/home/com3dian/Github/meta_analysis_agents/outputs/surf_Qwen-Qwen3-6-35B-A3B-FP8_42fields/by_paper/028_Ghaley_et_al_2005_Intercropping_of_wheat_and_pea_a__mas.csv
029_Tobita_et_al_1994_Field_evaluation_of_nitrogen_fix,29,direct_llm,skipped,12,/home/com3dian/Github/meta_analysis_agents/outputs/surf_Qwen-Qwen3-6-35B-A3B-FP8_42fields/by_paper/029_Tobita_et_al_1994_Field_evaluation_of_nitrogen_fix__direct_llm.csv
029_Tobita_et_al_1994_Field_evaluation_of_nitrogen_fix,29,static_workflow,skipped,4,/home/com3dian/Github/meta_analysis_agents/outputs/surf_Qwen-Qwen3-6-35B-A3B-FP8_42fields/by_paper/029_Tobita_et_al_1994_Field_evaluation_of_nitrogen_fix__static_workflow.csv
029_Tobita_et_al_1994_Field_evaluation_of_nitrogen_fix,29,mas,skipped,8,/home/com3dian/Github/meta_analysis_agents/outputs/surf_Qwen-Qwen3-6-35B-A3B-FP8_42fields/by_paper/029_Tobita_et_al_1994_Field_evaluation_of_nitrogen_fix__mas.csv
030_Carruthers_et_al_2000_Intercropping_corn_with_soyb,30,static_workflow,skipped_gap,0,
031_Lithourgidis_et_al_2007_Sustainable_production_of_,31,direct_llm,skipped,4,/home/com3dian/Github/meta_analysis_agents/outputs/surf_Qwen-Qwen3-6-35B-A3B-FP8_42fields/by_paper/031_Lithourgidis_et_al_2007_Sustainable_production_of___direct_llm.csv
031_Lithourgidis_et_al_2007_Sustainable_production_of_,31,static_workflow,skipped,4,/home/com3dian/Github/meta_analysis_agents/outputs/surf_Qwen-Qwen3-6-35B-A3B-FP8_42fields/by_paper/031_Lithourgidis_et_al_2007_Sustainable_production_of___static_workflow.csv
031_Lithourgidis_et_al_2007_Sustainable_production_of_,31,mas,skipped,0,/home/com3dian/Github/meta_analysis_agents/outputs/surf_Qwen-Qwen3-6-35B-A3B-FP8_42fields/by_paper/031_Lithourgidis_et_al_2007_Sustainable_production_of___mas.csv
032_Knudsen_et_al_2004_Comparison_of_interspecific_com,32,direct_llm,skipped,6,/home/com3dian/Github/meta_analysis_agents/outputs/surf_Qwen-Qwen3-6-35B-A3B-FP8_42fields/by_paper/032_Knudsen_et_al_2004_Comparison_of_interspecific_com__direct_llm.csv
032_Knudsen_et_al_2004_Comparison_of_interspecific_com,32,static_workflow,skipped,6,/home/com3dian/Github/meta_analysis_agents/outputs/surf_Qwen-Qwen3-6-35B-A3B-FP8_42fields/by_paper/032_Knudsen_et_al_2004_Comparison_of_interspecific_com__static_workflow.csv
032_Knudsen_et_al_2004_Comparison_of_interspecific_com,32,mas,skipped,13,/home/com3dian/Github/meta_analysis_agents/outputs/surf_Qwen-Qwen3-6-35B-A3B-FP8_42fields/by_paper/032_Knudsen_et_al_2004_Comparison_of_interspecific_com__mas.csv
033_Chabi_Olaye_et_al_2005_Relationships_of_intercropp,33,direct_llm,skipped,24,/home/com3dian/Github/meta_analysis_agents/outputs/surf_Qwen-Qwen3-6-35B-A3B-FP8_42fields/by_paper/033_Chabi_Olaye_et_al_2005_Relationships_of_intercropp__direct_llm.csv
033_Chabi_Olaye_et_al_2005_Relationships_of_intercropp,33,static_workflow,skipped,24,/home/com3dian/Github/meta_analysis_agents/outputs/surf_Qwen-Qwen3-6-35B-A3B-FP8_42fields/by_paper/033_Chabi_Olaye_et_al_2005_Relationships_of_intercropp__static_workflow.csv
033_Chabi_Olaye_et_al_2005_Relationships_of_intercropp,33,mas,skipped,0,/home/com3dian/Github/meta_analysis_agents/outputs/surf_Qwen-Qwen3-6-35B-A3B-FP8_42fields/by_paper/033_Chabi_Olaye_et_al_2005_Relationships_of_intercropp__mas.csv
034_Helenius_et_al_1994_Yield_advantage_and_competitio,34,direct_llm,skipped,30,/home/com3dian/Github/meta_analysis_agents/outputs/surf_Qwen-Qwen3-6-35B-A3B-FP8_42fields/by_paper/034_Helenius_et_al_1994_Yield_advantage_and_competitio__direct_llm.csv
034_Helenius_et_al_1994_Yield_advantage_and_competitio,34,static_workflow,skipped,10,/home/com3dian/Github/meta_analysis_agents/outputs/surf_Qwen-Qwen3-6-35B-A3B-FP8_42fields/by_paper/034_Helenius_et_al_1994_Yield_advantage_and_competitio__static_workflow.csv
034_Helenius_et_al_1994_Yield_advantage_and_competitio,34,mas,skipped,0,/home/com3dian/Github/meta_analysis_agents/outputs/surf_Qwen-Qwen3-6-35B-A3B-FP8_42fields/by_paper/034_Helenius_et_al_1994_Yield_advantage_and_competitio__mas.csv
035_Carr_et_al_1995_Grain_yield_and_weed_biomass_of_a_,35,static_workflow,skipped_gap,0,
036_Marthin_et_al_1990_Intercropping_corn_and_soybean_,36,direct_llm,skipped,16,/home/com3dian/Github/meta_analysis_agents/outputs/surf_Qwen-Qwen3-6-35B-A3B-FP8_42fields/by_paper/036_Marthin_et_al_1990_Intercropping_corn_and_soybean___direct_llm.csv
036_Marthin_et_al_1990_Intercropping_corn_and_soybean_,36,static_workflow,skipped,17,/home/com3dian/Github/meta_analysis_agents/outputs/surf_Qwen-Qwen3-6-35B-A3B-FP8_42fields/by_paper/036_Marthin_et_al_1990_Intercropping_corn_and_soybean___static_workflow.csv
036_Marthin_et_al_1990_Intercropping_corn_and_soybean_,36,mas,skipped,0,/home/com3dian/Github/meta_analysis_agents/outputs/surf_Qwen-Qwen3-6-35B-A3B-FP8_42fields/by_paper/036_Marthin_et_al_1990_Intercropping_corn_and_soybean___mas.csv
037_Bedoussac_et_al_2010_The_efficiency_of_a_durum_whe,37,static_workflow,skipped_gap,0,
038_Jahansooz_et_al_2006_Radiation_and_water_use_assoc,38,direct_llm,skipped,3,/home/com3dian/Github/meta_analysis_agents/outputs/surf_Qwen-Qwen3-6-35B-A3B-FP8_42fields/by_paper/038_Jahansooz_et_al_2006_Radiation_and_water_use_assoc__direct_llm.csv
038_Jahansooz_et_al_2006_Radiation_and_water_use_assoc,38,static_workflow,skipped,3,/home/com3dian/Github/meta_analysis_agents/outputs/surf_Qwen-Qwen3-6-35B-A3B-FP8_42fields/by_paper/038_Jahansooz_et_al_2006_Radiation_and_water_use_assoc__static_workflow.csv
038_Jahansooz_et_al_2006_Radiation_and_water_use_assoc,38,mas,skipped,3,/home/com3dian/Github/meta_analysis_agents/outputs/surf_Qwen-Qwen3-6-35B-A3B-FP8_42fields/by_paper/038_Jahansooz_et_al_2006_Radiation_and_water_use_assoc__mas.csv
039_Gunes_et_al_2007_Mineral_nutrition_of_wheat_chickp,39,direct_llm,skipped,3,/home/com3dian/Github/meta_analysis_agents/outputs/surf_Qwen-Qwen3-6-35B-A3B-FP8_42fields/by_paper/039_Gunes_et_al_2007_Mineral_nutrition_of_wheat_chickp__direct_llm.csv
039_Gunes_et_al_2007_Mineral_nutrition_of_wheat_chickp,39,static_workflow,skipped,1,/home/com3dian/Github/meta_analysis_agents/outputs/surf_Qwen-Qwen3-6-35B-A3B-FP8_42fields/by_paper/039_Gunes_et_al_2007_Mineral_nutrition_of_wheat_chickp__static_workflow.csv
039_Gunes_et_al_2007_Mineral_nutrition_of_wheat_chickp,39,mas,skipped,5,/home/com3dian/Github/meta_analysis_agents/outputs/surf_Qwen-Qwen3-6-35B-A3B-FP8_42fields/by_paper/039_Gunes_et_al_2007_Mineral_nutrition_of_wheat_chickp__mas.csv
040_Ofori_et_al_1988_Maize_cowpea_intercrop_system_eff,40,direct_llm,skipped,8,/home/com3dian/Github/meta_analysis_agents/outputs/surf_Qwen-Qwen3-6-35B-A3B-FP8_42fields/by_paper/040_Ofori_et_al_1988_Maize_cowpea_intercrop_system_eff__direct_llm.csv
040_Ofori_et_al_1988_Maize_cowpea_intercrop_system_eff,40,static_workflow,skipped,8,/home/com3dian/Github/meta_analysis_agents/outputs/surf_Qwen-Qwen3-6-35B-A3B-FP8_42fields/by_paper/040_Ofori_et_al_1988_Maize_cowpea_intercrop_system_eff__static_workflow.csv
